33,22,33,30,15,34,43,39,62,20,2,82,77,27,80,44,82,58,0,29,75,85,5,38,76,45,8,23,40,83,80,9,56,63,76,5,59,54,4,20,82,3,44,98,44,5,5,53,55,66,39,84,74,81,96,32,63,5,59,33,51,47,77,61,54,12,52,96,40,78,91,69,24,70,74,33,39,19,83,63,36,29,27,37,36,71,6,99,94,25,56,33,65,11,6,62,97,85,93,11,,22,33,30,15,34,43,39,62,20,2,82,77,27,80,44,82,58,0,29,75,85,5,38,76,45,8,23,40,83,80,9,56,63,76,5,59,54,4,20,82,3,44,98,44,5,5,53,55,66,39,84,74,81,96,32,63,5,59,33,51,47,77,61,54,12,52,96,40,78,91,69,24,70,74,33,39,19,83,63,36,29,27,37,36,71,6,99,94,25,56,33,65,11,6,62,97,85,93,11,89,
89,90,59,0,84,46,36,32,73,57,40,2,1,10,63,27,64,92,99,0,42,73,75,24,5,83,20,28,55,86,1,47,84,95,83,39,59,95,42,44,17,73,75,36,50,63,24,45,27,75,13,45,32,25,14,0,92,93,46,46,56,6,61,50,42,16,47,1,42,15,66,84,38,86,58,6,94,32,86,84,90,85,55,34,19,70,61,48,13,12,40,92,10,90,41,84,50,13,86,24,,90,59,0,84,46,36,32,73,57,40,2,1,10,63,27,64,92,99,0,42,73,75,24,5,83,20,28,55,86,1,47,84,95,83,39,59,95,42,44,17,73,75,36,50,63,24,45,27,75,13,45,32,25,14,0,92,93,46,46,56,6,61,50,42,16,47,1,42,15,66,84,38,86,58,6,94,32,86,84,90,85,55,34,19,70,61,48,13,12,40,92,10,90,41,84,50,13,86,24,74,
74,56,93,97,83,33,82,55,15,50,87,48,28,4,97,51,67,32,7,23,18,98,53,39,47,43,14,52,77,71,54,8,99,49,10,72,13,48,48,61,26,42,74,93,19,39,79,14,86,94,18,0,4,5,94,90,83,0,15,48,55,67,59,54,85,50,66,6,11,73,15,56,4,38,1,83,17,7,51,8,36,14,90,35,13,80,12,54,58,67,82,10,33,50,46,97,24,7,11,21,,56,93,97,83,33,82,55,15,50,87,48,28,4,97,51,67,32,7,23,18,98,53,39,47,43,14,52,77,71,54,8,99,49,10,72,13,48,48,61,26,42,74,93,19,39,79,14,86,94,18,0,4,5,94,90,83,0,15,48,55,67,59,54,85,50,66,6,11,73,15,56,4,38,1,83,17,7,51,8,36,14,90,35,13,80,12,54,58,67,82,10,33,50,46,97,24,7,11,21,9,
9,12,81,15,21,98,71,10,83,15,40,97,8,63,71,89,87,6,17,41,64,61,59,67,24,16,41,13,27,73,21,43,32,63,67,93,50,56,29,97,83,86,74,58,61,91,54,28,43,73,44,92,50,88,86,33,81,87,86,36,39,78,48,52,49,50,49,31,83,40,8,95,11,66,47,26,93,48,39,76,5,65,76,79,99,86,60,18,16,65,84,4,12,78,67,20,59,78,48,91,,12,81,15,21,98,71,10,83,15,40,97,8,63,71,89,87,6,17,41,64,61,59,67,24,16,41,13,27,73,21,43,32,63,67,93,50,56,29,97,83,86,74,58,61,91,54,28,43,73,44,92,50,88,86,33,81,87,86,36,39,78,48,52,49,50,49,31,83,40,8,95,11,66,47,26,93,48,39,76,5,65,76,79,99,86,60,18,16,65,84,4,12,78,67,20,59,78,48,91,61,
61,57,18,93,95,93,89,21,36,27,5,33,54,92,18,3,95,75,10,23,55,44,2,89,6,55,23,70,79,56,0,60,25,54,98,12,50,55,3,93,71,42,93,76,60,45,27,62,94,70,93,47,37,2,29,15,61,34,94,12,7,15,21,5,29,9,29,82,55,18,17,26,88,19,96,83,16,93,91,77,83,1,24,93,36,72,36,52,51,46,87,32,98,59,5,5,11,9,57,69,,57,18,93,95,93,89,21,36,27,5,33,54,92,18,3,95,75,10,23,55,44,2,89,6,55,23,70,79,56,0,60,25,54,98,12,50,55,3,93,71,42,93,76,60,45,27,62,94,70,93,47,37,2,29,15,61,34,94,12,7,15,21,5,29,9,29,82,55,18,17,26,88,19,96,83,16,93,91,77,83,1,24,93,36,72,36,52,51,46,87,32,98,59,5,5,11,9,57,69,55,
55,55,5,14,21,36,45,40,9,85,15,16,4,96,76,54,74,79,82,44,20,5,16,83,78,55,42,97,26,20,63,32,40,8,2,7,17,99,16,29,70,19,66,21,31,81,24,40,87,86,10,16,45,58,2,43,13,4,63,36,54,17,64,99,59,6,40,49,39,64,9,25,54,97,16,56,95,2,82,20,75,76,57,38,14,40,14,85,33,35,43,52,83,46,74,68,32,2,30,91,,55,5,14,21,36,45,40,9,85,15,16,4,96,76,54,74,79,82,44,20,5,16,83,78,55,42,97,26,20,63,32,40,8,2,7,17,99,16,29,70,19,66,21,31,81,24,40,87,86,10,16,45,58,2,43,13,4,63,36,54,17,64,99,59,6,40,49,39,64,9,25,54,97,16,56,95,2,82,20,75,76,57,38,14,40,14,85,33,35,43,52,83,46,74,68,32,2,30,91,20,
20,42,6,15,4,83,78,6,16,66,74,61,18,84,89,68,22,94,47,92,70,85,27,84,59,42,41,33,88,52,17,40,67,79,80,70,97,72,76,27,87,70,6,46,66,60,43,60,16,34,47,40,5,86,76,4,84,54,14,79,58,90,7,11,26,44,85,0,93,97,13,92,11,97,34,79,16,19,64,49,43,93,38,50,9,92,86,32,13,72,99,96,79,82,98,22,12,70,25,79,,42,6,15,4,83,78,6,16,66,74,61,18,84,89,68,22,94,47,92,70,85,27,84,59,42,41,33,88,52,17,40,67,79,80,70,97,72,76,27,87,70,6,46,66,60,43,60,16,34,47,40,5,86,76,4,84,54,14,79,58,90,7,11,26,44,85,0,93,97,13,92,11,97,34,79,16,19,64,49,43,93,38,50,9,92,86,32,13,72,99,96,79,82,98,22,12,70,25,79,34,
34,56,83,66,69,99,60,55,76,6,67,56,46,73,23,4,66,70,38,79,77,21,71,27,95,25,41,85,36,40,38,57,8,51,13,27,76,6,1,22,25,2,60,0,82,43,89,57,97,38,98,45,35,69,50,26,57,0,76,6,59,46,59,56,55,82,24,77,4,56,53,82,93,82,27,15,56,33,18,14,34,55,65,25,38,98,66,18,90,64,26,87,80,23,33,37,16,95,47,49,,56,83,66,69,99,60,55,76,6,67,56,46,73,23,4,66,70,38,79,77,21,71,27,95,25,41,85,36,40,38,57,8,51,13,27,76,6,1,22,25,2,60,0,82,43,89,57,97,38,98,45,35,69,50,26,57,0,76,6,59,46,59,56,55,82,24,77,4,56,53,82,93,82,27,15,56,33,18,14,34,55,65,25,38,98,66,18,90,64,26,87,80,23,33,37,16,95,47,49,63,
63,50,79,44,95,26,64,13,38,38,24,41,71,29,74,62,18,95,65,91,3,63,14,29,85,54,46,69,90,95,4,93,76,60,67,3,61,29,84,18,17,42,44,53,16,74,81,71,23,81,87,64,15,76,93,65,14,21,50,79,90,2,51,93,72,93,64,69,87,87,23,4,82,85,0,1,52,47,92,84,22,62,21,7,63,32,63,54,71,80,40,38,75,69,67,73,29,67,55,88,,50,79,44,95,26,64,13,38,38,24,41,71,29,74,62,18,95,65,91,3,63,14,29,85,54,46,69,90,95,4,93,76,60,67,3,61,29,84,18,17,42,44,53,16,74,81,71,23,81,87,64,15,76,93,65,14,21,50,79,90,2,51,93,72,93,64,69,87,87,23,4,82,85,0,1,52,47,92,84,22,62,21,7,63,32,63,54,71,80,40,38,75,69,67,73,29,67,55,88,79,
79,23,63,45,26,25,33,55,55,74,21,43,30,63,62,45,60,81,56,10,14,47,47,78,18,65,37,68,77,9,29,35,71,90,65,0,52,54,18,14,7,18,16,5,44,77,94,52,69,69,33,28,7,90,14,82,13,13,14,57,14,53,42,21,62,90,10,24,20,74,41,92,26,22,39,45,45,13,19,47,5,12,23,59,63,45,9,56,39,7,40,23,53,42,89,29,87,53,48,52,,23,63,45,26,25,33,55,55,74,21,43,30,63,62,45,60,81,56,10,14,47,47,78,18,65,37,68,77,9,29,35,71,90,65,0,52,54,18,14,7,18,16,5,44,77,94,52,69,69,33,28,7,90,14,82,13,13,14,57,14,53,42,21,62,90,10,24,20,74,41,92,26,22,39,45,45,13,19,47,5,12,23,59,63,45,9,56,39,7,40,23,53,42,89,29,87,53,48,52,57,
57,34,49,56,0,66,28,45,50,29,13,45,76,73,31,10,41,53,85,24,0,6,73,67,18,13,84,18,59,63,67,51,65,41,93,75,42,75,10,71,87,19,35,26,60,16,41,6,90,8,69,93,76,10,7,72,31,59,66,17,98,47,13,65,15,56,20,65,25,41,0,41,31,98,57,25,5,29,94,83,44,71,65,63,74,86,41,19,57,60,64,89,10,9,35,51,99,68,78,43,,34,49,56,0,66,28,45,50,29,13,45,76,73,31,10,41,53,85,24,0,6,73,67,18,13,84,18,59,63,67,51,65,41,93,75,42,75,10,71,87,19,35,26,60,16,41,6,90,8,69,93,76,10,7,72,31,59,66,17,98,47,13,65,15,56,20,65,25,41,0,41,31,98,57,25,5,29,94,83,44,71,65,63,74,86,41,19,57,60,64,89,10,9,35,51,99,68,78,43,52,
52,53,41,54,80,48,29,99,57,3,88,48,14,3,62,23,43,70,95,2,62,75,85,5,1,72,88,12,80,53,94,1,40,27,92,26,23,45,43,11,83,39,16,64,8,77,17,52,86,66,81,52,44,48,75,17,70,19,2,36,95,6,36,80,14,17,53,92,82,48,21,20,96,55,17,65,27,73,34,32,84,21,51,28,78,7,15,45,93,10,77,9,59,99,30,25,42,6,52,61,,53,41,54,80,48,29,99,57,3,88,48,14,3,62,23,43,70,95,2,62,75,85,5,1,72,88,12,80,53,94,1,40,27,92,26,23,45,43,11,83,39,16,64,8,77,17,52,86,66,81,52,44,48,75,17,70,19,2,36,95,6,36,80,14,17,53,92,82,48,21,20,96,55,17,65,27,73,34,32,84,21,51,28,78,7,15,45,93,10,77,9,59,99,30,25,42,6,52,61,51,
51,18,87,61,82,82,8,5,39,77,39,8,11,40,41,50,56,93,34,65,49,63,84,46,68,30,63,45,99,47,89,62,93,31,65,71,79,71,59,55,99,25,2,91,33,23,2,59,7,95,92,14,34,57,18,40,18,20,46,90,27,49,51,39,80,83,56,45,19,81,58,27,36,13,28,28,87,31,84,27,56,45,96,51,60,14,0,87,1,25,68,64,64,88,90,38,8,14,97,71,,18,87,61,82,82,8,5,39,77,39,8,11,40,41,50,56,93,34,65,49,63,84,46,68,30,63,45,99,47,89,62,93,31,65,71,79,71,59,55,99,25,2,91,33,23,2,59,7,95,92,14,34,57,18,40,18,20,46,90,27,49,51,39,80,83,56,45,19,81,58,27,36,13,28,28,87,31,84,27,56,45,96,51,60,14,0,87,1,25,68,64,64,88,90,38,8,14,97,71,1,
1,24,44,62,4,85,31,50,76,74,70,87,26,29,9,23,25,6,26,60,84,18,70,7,68,34,95,44,81,25,32,14,11,3,12,42,50,28,91,36,13,49,13,74,77,63,98,65,88,27,87,22,69,77,56,22,50,17,46,31,2,25,24,83,18,73,79,99,8,87,37,57,1,36,7,53,51,64,29,30,9,67,33,21,88,18,79,68,8,5,47,41,0,87,12,32,3,64,92,7,,24,44,62,4,85,31,50,76,74,70,87,26,29,9,23,25,6,26,60,84,18,70,7,68,34,95,44,81,25,32,14,11,3,12,42,50,28,91,36,13,49,13,74,77,63,98,65,88,27,87,22,69,77,56,22,50,17,46,31,2,25,24,83,18,73,79,99,8,87,37,57,1,36,7,53,51,64,29,30,9,67,33,21,88,18,79,68,8,5,47,41,0,87,12,32,3,64,92,7,52,
52,70,2,26,94,28,83,74,80,78,99,28,84,39,70,16,78,29,3,24,86,30,82,21,18,97,20,46,61,10,32,96,5,79,69,84,51,98,77,85,26,55,24,91,70,84,33,91,38,69,75,42,72,21,92,41,83,62,67,39,15,29,74,26,63,58,47,59,87,5,20,18,79,29,81,30,36,65,48,94,7,32,11,8,39,99,9,77,11,4,38,37,54,21,73,75,53,12,62,86,,70,2,26,94,28,83,74,80,78,99,28,84,39,70,16,78,29,3,24,86,30,82,21,18,97,20,46,61,10,32,96,5,79,69,84,51,98,77,85,26,55,24,91,70,84,33,91,38,69,75,42,72,21,92,41,83,62,67,39,15,29,74,26,63,58,47,59,87,5,20,18,79,29,81,30,36,65,48,94,7,32,11,8,39,99,9,77,11,4,38,37,54,21,73,75,53,12,62,86,60,
60,95,2,45,24,23,36,66,20,33,54,18,75,73,60,44,79,58,98,30,71,78,4,47,86,39,45,0,66,67,66,55,39,63,97,48,33,56,9,15,64,87,70,67,13,4,83,33,91,29,19,13,45,65,36,61,5,21,40,78,88,43,8,9,2,96,17,10,5,71,66,31,72,93,52,31,72,92,87,53,48,91,17,68,93,41,37,22,91,95,56,17,79,63,54,72,64,34,29,39,,95,2,45,24,23,36,66,20,33,54,18,75,73,60,44,79,58,98,30,71,78,4,47,86,39,45,0,66,67,66,55,39,63,97,48,33,56,9,15,64,87,70,67,13,4,83,33,91,29,19,13,45,65,36,61,5,21,40,78,88,43,8,9,2,96,17,10,5,71,66,31,72,93,52,31,72,92,87,53,48,91,17,68,93,41,37,22,91,95,56,17,79,63,54,72,64,34,29,39,31,
31,41,42,8,73,84,59,46,78,21,29,23,67,83,10,3,8,68,14,65,23,61,97,89,80,76,34,67,15,44,65,57,13,62,38,69,10,29,77,37,79,89,57,23,80,98,46,64,39,2,82,18,24,73,94,71,70,7,37,53,4,90,55,83,27,67,87,94,8,88,35,85,40,32,14,26,15,33,63,0,32,31,58,14,55,60,77,7,26,22,14,23,54,57,76,94,13,81,28,59,,41,42,8,73,84,59,46,78,21,29,23,67,83,10,3,8,68,14,65,23,61,97,89,80,76,34,67,15,44,65,57,13,62,38,69,10,29,77,37,79,89,57,23,80,98,46,64,39,2,82,18,24,73,94,71,70,7,37,53,4,90,55,83,27,67,87,94,8,88,35,85,40,32,14,26,15,33,63,0,32,31,58,14,55,60,77,7,26,22,14,23,54,57,76,94,13,81,28,59,64,
64,57,34,93,21,43,55,31,93,88,79,47,83,74,97,88,66,22,59,0,76,40,59,4,62,10,18,34,65,95,96,24,38,87,51,28,21,49,56,53,55,59,66,48,64,54,9,78,32,28,45,75,84,64,96,50,92,37,26,65,73,77,21,73,85,94,22,96,65,31,37,45,65,38,48,83,54,59,54,48,12,25,42,3,19,46,39,24,72,72,30,7,64,82,23,26,30,65,7,20,,57,34,93,21,43,55,31,93,88,79,47,83,74,97,88,66,22,59,0,76,40,59,4,62,10,18,34,65,95,96,24,38,87,51,28,21,49,56,53,55,59,66,48,64,54,9,78,32,28,45,75,84,64,96,50,92,37,26,65,73,77,21,73,85,94,22,96,65,31,37,45,65,38,48,83,54,59,54,48,12,25,42,3,19,46,39,24,72,72,30,7,64,82,23,26,30,65,7,20,65,
65,31,6,38,75,38,46,39,50,94,57,62,31,97,29,91,65,18,36,79,22,70,1,21,76,51,31,9,36,17,72,40,2,91,44,68,32,65,72,35,87,29,62,88,99,81,76,98,47,99,12,67,67,67,6,23,79,72,75,75,0,4,69,26,14,7,81,21,0,53,35,50,24,30,51,14,92,44,19,40,30,61,29,83,55,12,97,53,28,68,3,52,88,5,64,17,66,59,8,84,,31,6,38,75,38,46,39,50,94,57,62,31,97,29,91,65,18,36,79,22,70,1,21,76,51,31,9,36,17,72,40,2,91,44,68,32,65,72,35,87,29,62,88,99,81,76,98,47,99,12,67,67,67,6,23,79,72,75,75,0,4,69,26,14,7,81,21,0,53,35,50,24,30,51,14,92,44,19,40,30,61,29,83,55,12,97,53,28,68,3,52,88,5,64,17,66,59,8,84,78,
78,48,85,94,50,50,46,70,71,84,82,41,57,51,50,26,15,73,21,43,76,9,8,72,71,99,3,13,0,68,22,59,56,87,32,74,10,1,31,91,78,98,52,80,53,78,19,71,24,97,54,96,88,22,46,80,10,99,82,87,50,0,53,43,78,27,2,61,4,96,0,65,92,12,45,40,37,33,42,75,32,65,67,48,96,60,89,14,37,61,94,75,26,39,97,51,43,82,70,67,,48,85,94,50,50,46,70,71,84,82,41,57,51,50,26,15,73,21,43,76,9,8,72,71,99,3,13,0,68,22,59,56,87,32,74,10,1,31,91,78,98,52,80,53,78,19,71,24,97,54,96,88,22,46,80,10,99,82,87,50,0,53,43,78,27,2,61,4,96,0,65,92,12,45,40,37,33,42,75,32,65,67,48,96,60,89,14,37,61,94,75,26,39,97,51,43,82,70,67,49,
49,87,46,25,43,83,20,78,20,23,30,97,83,83,20,50,41,92,7,63,4,74,74,92,27,90,12,2,70,81,25,90,57,60,32,74,79,81,26,53,3,60,4,89,28,88,77,50,93,78,56,46,83,92,6,2,32,12,16,78,21,49,10,60,84,11,36,57,51,12,54,75,35,61,76,78,19,18,12,50,98,65,35,48,8,18,0,7,81,58,26,29,7,88,91,5,97,0,96,83,,87,46,25,43,83,20,78,20,23,30,97,83,83,20,50,41,92,7,63,4,74,74,92,27,90,12,2,70,81,25,90,57,60,32,74,79,81,26,53,3,60,4,89,28,88,77,50,93,78,56,46,83,92,6,2,32,12,16,78,21,49,10,60,84,11,36,57,51,12,54,75,35,61,76,78,19,18,12,50,98,65,35,48,8,18,0,7,81,58,26,29,7,88,91,5,97,0,96,83,15,
